"CODICE DELL'EDIFICIO";EDIFICIO;COMUNE;"INDIRIZZO PRINCIPALE";"CODICE DEL PIANO";PIANO;"CODICE DEL LOCALE";LOCALE;NOTE;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2640;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2650;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2660;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2670;"Locale da verificare";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2675;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2680;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2690;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2700;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2710;Vuoto;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2720;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2730;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2740;Ripostiglio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2750;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2760;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2770;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2780;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2790;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2800;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2810;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2820;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2830;Vuoto;"Vuoto su palestra";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2840;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2850;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2860;Sala;"Sala attesa";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2870;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2880;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2890;Ripostiglio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2900;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2910;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2920;"Vano scale";"Appartamento custode";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2930;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2940;Locale;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2960;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2970;Locale;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P02;"Piano secondo";064-A_P02_2980;Locale;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3000;"Scale esterne";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3010;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3020;Aula;"Aula 6 - capienza 39 posti";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3030;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3040;Magazzino;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3050;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3060;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3070;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3080;Aula;"Aula 7 - capienza  85 posti";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3090;Ripostiglio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3100;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3110;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3120;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3130;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3135;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3136;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3140;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3150;"Cavedio tecnico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3160;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3170;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3180;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3190;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3200;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3210;"Sala attesa";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3220;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3230;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3240;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3250;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3260;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3270;"Locale gabinetto medico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3280;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3290;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3300;Vuoto;"Vuoto su vano scale";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3310;Terrazzo;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3320;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_P03;"Piano terzo";064-A_P03_3330;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0150;"Locale bordo vasca";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0160;Piscina;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0170;"Locale doccia";"Locale docce istruttore";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0180;Infermeria;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0190;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0200;"Servizi igienici";"Servizi igenici e docce";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0210;"Servizi igienici";"Servizi igenici  disabili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0220;"Servizi igienici";"Servizi igenici";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0230;Spogliatoio;"Spogliatoi maschili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0240;Deposito;"Deposito donna delle pulizie";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0250;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0260;"Scale esterne";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0270;Vuoto;"Vuoto su vano scale esterne";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0280;"Locale doccia";"Docce femminili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0290;Locale;"Locale vasca lavapiedi";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0300;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0310;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0320;"Servizi igienici";"Servizi igenici disabili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0330;Spogliatoio;"Spogliatoi istruttori femminili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0340;Ripostiglio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0350;"Servizi igienici";"Servizi igenici istruttrici femminili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0360;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0370;Deposito;"Deposito scarpe";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0380;"Vano tecnico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0390;Spogliatoio;"Spogliatoio maschile";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0400;Spogliatoio;"Spogliatoio femminile";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0410;Vuoto;"Vuoto su piano inferiore";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0420;Soppalco;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0430;Antibagno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0440;"Servizi igienici";"Servizi igenici donne";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0450;"Servizi igienici";"Servizi igenici uomini";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0460;"Servizi igienici";"Servizi igenici disabili";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0470;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0480;Deposito;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0490;Ufficio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0500;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0510;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0520;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0530;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0540;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0550;"Sala ricerche";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0555;Deposito;Biblioteca;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0560;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0570;Corridoio;"corridoio con rampa";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0580;"Area consultazione";"Sala consultazione libri";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0590;Reception;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0600;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0610;"Locale tecnico";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0620;Laboratorio;"Centro ricerche";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0630;"Locale tecnico";"Locale Enel con accesso dalla strada";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0640;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0650;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0660;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0670;Laboratorio;"Centro ricerche";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0680;Laboratorio;"Centro ricerche";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0690;"Scale esterne";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0700;Palestra;"test centro ricerche";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0710;"Scale esterne";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0720;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0730;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0740;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0750;"Locale doccia";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0760;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0770;Corridoio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0780;Ripostiglio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0790;"Locale tecnico";"Locale macchine ascensore";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0795;Ascensore;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0800;Deposito;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0810;Archivio;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0820;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0830;Deposito;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0840;"Servizi igienici";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0843;Deposito;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S01;"Piano primo interrato";064-A_S01_0846;Deposito;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0010;"Locale tecnico";"Intercapedine attorno alla piscina";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0020;"Locale tecnico";"Stazione di pompaggio";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0030;"Vano scale";"Scala in ferro per accedere al soppalco";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0040;Soppalco;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0050;"Locale tecnico";"Locale di pertinenza della C.T.";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0060;"Locale tecnico";"Locale Caldaie a gas Metano";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0070;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0080;"Scale esterne";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0090;"Locale tecnico";"Locale accumulatori acqua calda sanitari";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0100;"Locale tecnico";"Locale termoventilatori piscina";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0110;"Locale filtro";"Zona filtro fumo";
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0120;Disimpegno;;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0130;"Vano scale";;
064-A;S.U.I.S.M;Torino;"Piazza Lorenzo Bernini, 12";064-A_S02;"Piano secondo interrato";064-A_S02_0140;Ascensore;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0110;Disimpegno;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0114;"Vano scale";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0115;Vuoto;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0116;Disimpegno;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0117;Ascensore;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0118;Vuoto;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0119;Disimpegno;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0120;Corridoio;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0121;Ascensore;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0122;Vutoto;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0130;Portineria;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0140;Reception;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0150;Atrio;;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0160;"Sala studenti";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0165;"Vano scale";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0170;Aula;"Aula BLU 140 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0180;"Servizi igienici";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0190;"Servizi igienici";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0200;Aula;"Aula 4 48 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0210;Aula;"Aula 3 48 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0220;Aula;"Aula ARANCIONE 177 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0230;"Sala regia";;
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0240;Aula;"Aula GIALLA 270 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0250;Aula;"Aula VIOLA 227 posti";
067-A;"Torino Esposizioni";Torino;"Corso Massimo D'Azeglio 15";067-A_P00;"Piano Terra";067-A_P00_0260;Aula;"Aula GRIGIA 205 posti";
